Subject	Content	SA							
1	qb printers didnt start. wr avery starts and scores on 1st poss. 27-31  down to the wichita wild	-1							
1	have you read happiest baby on block?  gave to me. it's great! you need it. i'll bring to u tomorrow if u haven't	1							
1	"not here in the east:( though...moon, jupiter, capella light up evening sky on november 1 | tonight | earthsky"	-1							
1	billy said he's pitching at the rising stars on saturday and playing centerfield. #bugsbunnystyle	0							
1	"lol i'm talk to my sister , tomorrow i think she was talking prince royce , but idk! she's inlove with romeo santos!"	0							
1	mum couldn't help but laugh at the fact she's sat on this boat watching dt seuss's the lorax with her 18 year old daughter :) #hellyeah	1							
1	"the pacers are counting on paul george to step up, gerald green and dj augustin are your adds... nat 2nd in the east, son."	0							
1	attn *family & sua's friends (if he even got any.lol) *saturday night come out & celebrate my big bruh *josua to'omalatai's c-day at peacocc	0							
1	tomorrow venus will overlap the sun! get your special glasses out! next chance is year 2117. (ie:never)	1							
1	"when i would message you it said it too. idk why! but this weekend i'm dropping it off,  ill try and go to rosedale tomorrow."	0							
1	"field trip to october 12! breakfast at jungle island,meet deca members from other schools and find out what deca is all about :)"	1							
1	"you may know them as the crazy boys on nickelodeon, but i know them as my whole world and idols, big time rush."	0							
1	we'll be at the ypaac blondes vs. brunettes flag-football game tomorrow. doors open 1pm at university of denver -...	0							
1	the heat are playing the 3rd quarter so fast and free that game 5 is starting to look like the nba all-star game. #nbafinals	1							
1	"so can't believe big bang is tomorrow, this day came way too soon! at least i can live it again sat.night!! ^_^"	-1							
1	"il divo - isabel love this song very much... 1st time came to spain n hear this song, i fall in love with song.."	1							
1	attn: friends and fans! come join me at birdy's thursday night @ 9:30 for a night of acoustic music!! would love the support! hope to see u!	1							
1	who's going to the pottstown football game friday?	0							
1	i wish the nhl and nhlpa to come to an agreement so i can go to dallas to see my dallas stars in march	1							
1	had a dream about a chardon football last night. makes me wanna go to the game tomorrow	0							
1	"a dance december 8th, for all the cheerleaders in the district at east."	0							
1	"#wwe creative seems so out of control lately, the next ppv may as  well have  mick foley v. dude love in a \mr. socko\ match for buys."	0							
1	"yes! >3< tomorrow we'll see a lot of fancans about this concert <3 mblaq, cnblue, after school and others will attend this concert"	0							
1	wouldn't it be better to do it april half term cuz eurosong means nothing to uk ppl	0							
1	"ni**as in paris encore, 2 mosh pits, it's too far away to see b, but the 2nd pit failed because of b's security!"	-1							
1	happy 22nd kendall!!! thank you for being part of big time rush and making me smile and giving me halloween costume ideas!	1							
1	"semi-finals, then championship game tomorrow if we make it that far, we will"	1							
1	"ive just realized minotaurs 1st company consists of mostly termies, preds and vindicators lol #forgeworldonly"	0							
1	football game tomorrow and the meet and greet with dom kennedy and nipsey hussle #turnup	0							
1	"commentary: is chris brown the victim of a double standard?: hosting the independent spirit awards in february, ..."	0							
1	fm preview: west bromwich albion v aston villa 28 apr 2012 - footymad attempt to assist you with their form guide as...	0							
1	just hmu when you get to raleigh tomorrow	0							
1	"whew, long day unpacking the turner house. now a movie and knitting with my honey. how's your saturday going?"	0							
1	are the rosters released for the rising stars game on sat yet??	0							
1	i have a very strong dislike for george zimmerman. i really do. why isn't he in jail! can't wait for him to be sentenced in june.	-1							
1	devon alexander's trainer says he will destroy randall bailey on september 8 and then seek a showdown with p4p...	0							
1	awww hell. it was a black cop that shot the white student at south alabama. let's all go march naked in mobile for trayvon. i mean gil.	-1							
1	we saw  with  last october 29 at abs-cbn hallway.	0							
1	check out tonight's #fan4racing show! lot's of talk about danica patrick & you may be surprised by her stats.  #nascar	0							
1	can it be february 26th already?  bioshock infinite looks amazing.	1							
1	"both previous batman films are on hd tv (tnt, fx) tonight at 8 pm edt. so i'm recording both. may watch to get caught up"	0							
1	tomorrow i'm downloading some chance the rapper and nipsey hussle	0							
1	"and on top of it all, my horoscope is super positive and my coffee is so delicious today. hey, wednesday. we can get along!"	1							
1	"mashasha & sam will play @ rich mix, london on 2 nov to launch film africa watch the trailer with music by mashasha"	0							
1	george clooney's sister: he won't wed: george clooney's sister doesn't think he will ever marry again.the 51-yea...	0							
1	"#trayvon my daily tweet (10/20) in memory of trayvon martin - killed 238 days ago. ~may you rest in peace~ (hang in there, family)"	0							
1	good morning all. the sun is out today in tayside. hope you all have a great day today	1							
1	tomorrow is #gameday & its gonna be a good one so come out & support covina at san dimas for a big game in the season #letsgetthatwin xd	1							
1	dallas stars forward jamie benn has signed with the hamburg freezers in germany. he could make his debut against mannheim on friday.	0							
1	"leonard martin category \saturday not live\ movies with chris farley, phil hartman or john belushi"	0							
1	yeaaa it's goin down this sunday @ jays 2!!! come & help yah girl tressa celebrate her 26th bday!!! your already know what time it is!!! ...	0							
1	a1 for poa!! i can do it!! gonna give my all on tmr lesson. saturday do one paper2. sunday read on theory. monday kill the paper!	1							
1	even if you dont go to bob jones you better wear pink tomorrow. #orelse	0							
1	"madison square garden hosts its first wwe monday night raw, featuring the wwe debut of mick foley's cactus jack..."	0							
1	agreed. that's like the nba all-star game taking place in october.	0							
1	i think i'm going to watch the artist for the 5th time in 2 weeks 2nite before i got to sleep. <3 jean dujardin & his charming smile :d haha	1							
1	hanging out with pip and estella on a rainy saturday.	0							
1	"2nd half in  match with pires: he takes me out from behind, only yellow card of game. 10\ scar still proud on calf"	1							
1	"you guys,  is going to have fried thin mints and tagalog ice cream tomorrow."	0							
1	my dad and i are going to raleigh saturday if you wanna go	0							
1	are you going to the red carpet on thursday?	0							
1	at ricks cafe with  watching dese guys jump off the cliffs and drinking rum runners in the sun	0							
1	benesch spins and fires from close in and puts a low bounce shot past rose.  assist to pires #wla  4th goal of the night.	0							
1	"have you seen lawless? if guy pearce doesn't get an oscar nomination for that, i may possibly give up on the academy awards.."	0							
1	"photos are up from last thursday's party with destructo, courtesy of edm orlando!"	0							
1	had a great weekend with the family. went to the ritz carlton which is the best hotel ever. thanks mom i enjoyed myself. sat by the band	1							
1	i finished 1st in a bowling 101 class of 50 that included members of the bowling team... you're totally effed.. :d	1							
1	"{ari heard circe's giggle and sat up in her hammock} er, anybody there? {she called out, scanning the shore line of the--"	0							
1	"it may have started  but now the  is in siberia, yes, siberia:  #writers #writing"	0							
